Rank,University Name,Official Website,City,Country,Study Level,Bachelor,Master,Program Category,Program Name,Program URL,Course Intensity,Full Time,Part Time,Study Mode,On Campus,Online,Hybrid,Programme Duration,eu,non eu,arab,lebanese,pal,us,TOEFL,IELTS,SAT,GPA,Languages,english,french,arabic,german,spanish,catalan,italian,Engineering,Computing & Technology,Data Science & Artificial Intelligence,Health & Medicine,Life Sciences,Natural & Physical Sciences,Social Sciences,Psychology & Behavioral Sciences,Business & Management,Law & Governance,Education,"Arts, Design & Architecture",Humanities & Languages,Environment & Agriculture,Media & Communication,Hospitality & Tourism,Sports & Events,"Transport, Aviation & Maritime",Interdisciplinary & Emerging Fields
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Biochemistry,https://www.mcgill.ca/undergraduate-admissions/program/biochemistry,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Biology,https://www.mcgill.ca/undergraduate-admissions/program/biology,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Biology and Mathematics,https://www.mcgill.ca/undergraduate-admissions/program/biology-and-mathematics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Engineering,Bioresource Engineering ,https://www.mcgill.ca/undergraduate-admissions/program/bioresource-Engineering and Technology -faculty-agricultural-and-environmental-sciences,Full Time,1,0,On Campus,1,0,0,4,45702,45702,45702,45702,45702,45702,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Dietetics,https://www.mcgill.ca/undergraduate-admissions/program/dietetics,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Ecological Agriculture,https://www.mcgill.ca/undergraduate-admissions/program/ecological-agriculture,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Ecological Determinants of Health ,https://www.mcgill.ca/undergraduate-admissions/program/ecological-determinants-health-cellular,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Psychology & Behavioral Sciences,Educational Psychology,https://www.mcgill.ca/undergraduate-admissions/program/Educational-psychology,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Environmental Biology,https://www.mcgill.ca/undergraduate-admissions/program/environmental-biology,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Global Food Security,https://www.mcgill.ca/undergraduate-admissions/program/global-food-security,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Human Nutrition ,https://www.mcgill.ca/undergraduate-admissions/program/human-nutrition,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,International Agriculture,https://www.mcgill.ca/undergraduate-admissions/program/international-agriculture,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Biological & Agricultural,https://www.mcgill.ca/undergraduate-admissions/program/life-sciences-biological-agricultural,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Microbiology & Molecular Biotechnology,https://www.mcgill.ca/undergraduate-admissions/program/microbiology-molecular-biotechnology,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Neuroscience,https://www.mcgill.ca/undergraduate-admissions/program/neuroscience,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Nursing,https://www.mcgill.ca/undergraduate-admissions/program/nursing,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Nursing,https://www.mcgill.ca/undergraduate-admissions/program/nursing-integrated-online,Full Time,1,0,Online,0,1,0,2,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Nutrition,https://www.mcgill.ca/undergraduate-admissions/program/nutrition,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Occupational Therapy,https://www.mcgill.ca/undergraduate-admissions/program/occupational-therapy,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Pharmacology,https://www.mcgill.ca/undergraduate-admissions/program/pharmacology,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Physiology,https://www.mcgill.ca/undergraduate-admissions/program/physiology,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Physiology and Mathematics,https://www.mcgill.ca/undergraduate-admissions/program/physiology-and-mathematics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Physiology and Physics,https://www.mcgill.ca/undergraduate-admissions/program/physiology-and-physics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Plant Biology,https://www.mcgill.ca/undergraduate-admissions/program/plant-biology,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Plant Production,https://www.mcgill.ca/undergraduate-admissions/program/plant-production,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Professional Agrology,https://www.mcgill.ca/undergraduate-admissions/program/professional-agrology,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Psychology & Behavioral Sciences,Psychology ,https://www.mcgill.ca/undergraduate-admissions/program/psychology-bachelor-arts-and-science,Full Time,1,0,On Campus,1,0,0,4,33580,33580,33580,33580,33580,33580,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Quantitative Biology,https://www.mcgill.ca/undergraduate-admissions/program/quantitative-biology,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Life Sciences,Wildlife Biology,https://www.mcgill.ca/undergraduate-admissions/program/wildlife-biology,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Applied Mathematics ,https://www.mcgill.ca/undergraduate-admissions/program/applied-mathematics-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Data Science & Artificial Intelligence,Atmospheric Environment and Air Quality,https://www.mcgill.ca/undergraduate-admissions/program/atmospheric-environment-and-air-quality,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Atmospheric Science,https://www.mcgill.ca/undergraduate-admissions/program/atmospheric-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Atmospheric Science and Physics,https://www.mcgill.ca/undergraduate-admissions/program/atmospheric-science-and-physics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Biodiversity and Conservation,https://www.mcgill.ca/undergraduate-admissions/program/biodiversity-and-conservation,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Chemistry ,https://www.mcgill.ca/undergraduate-admissions/program/chemistry-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Earth Sciences and Economics,https://www.mcgill.ca/undergraduate-admissions/program/earth-sciences-and-economics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Earth System Science,https://www.mcgill.ca/undergraduate-admissions/program/earth-system-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Earth and Planetary Sciences,https://www.mcgill.ca/undergraduate-admissions/program/earth-and-planetary-sciences,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Ecological Determinants of Health ,https://www.mcgill.ca/undergraduate-admissions/program/ecological-determinants-health-population-faculty-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Ecological Determinants of Health in Society,https://www.mcgill.ca/undergraduate-admissions/program/ecological-determinants-health-society,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Environment ,https://www.mcgill.ca/undergraduate-admissions/program/environment-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Environment and Development,https://www.mcgill.ca/undergraduate-admissions/program/environment-and-development,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Environmetrics ,https://www.mcgill.ca/undergraduate-admissions/program/environmetrics-faculty-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Food Production and Environment ,https://www.mcgill.ca/undergraduate-admissions/program/food-production-and-environment-faculty-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Food Science,https://www.mcgill.ca/undergraduate-admissions/program/food-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Health & Medicine,Food Science & Nutritional Science,https://www.mcgill.ca/undergraduate-admissions/program/food-science-nutritional-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Geochemistry,https://www.mcgill.ca/undergraduate-admissions/program/geochemistry,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Computing & Technology,Geographic Information Systems and Remote Sensing ,https://www.mcgill.ca/undergraduate-admissions/program/geographic-information-systems-gis-and-remote-sensing-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Social Sciences,Geography ,https://www.mcgill.ca/undergraduate-admissions/program/geography-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Social Sciences, Physical Geography ,https://www.mcgill.ca/undergraduate-admissions/program/geography-physical-geography-bachelor-arts-and-science,Full Time,1,0,On Campus,1,0,0,4,33580,33580,33580,33580,33580,33580,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Geology,https://www.mcgill.ca/undergraduate-admissions/program/geology,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Social Sciences,Health Geography,https://www.mcgill.ca/undergraduate-admissions/program/health-geography,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Environment & Agriculture,Land Surface Processes and Environmental Change ,https://www.mcgill.ca/undergraduate-admissions/program/land-surface-processes-and-environmental-change-faculty-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Mathematics (Bachelor of Arts and Science),https://www.mcgill.ca/undergraduate-admissions/program/mathematics-bachelor-arts-and-science,Full Time,1,0,On Campus,1,0,0,4,33580,33580,33580,33580,33580,33580,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Mathematics and Computer Science ,https://www.mcgill.ca/undergraduate-admissions/program/mathematics-and-computer-science-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Mathematics and Physics,https://www.mcgill.ca/undergraduate-admissions/program/mathematics-and-physics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Humanities & Languages,Natural History,https://www.mcgill.ca/undergraduate-admissions/program/natural-history,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Physics ,https://www.mcgill.ca/undergraduate-admissions/program/physics-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Physics and Chemistry,https://www.mcgill.ca/undergraduate-admissions/program/physics-and-chemistry,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Computing & Technology,Physics and Computer Science,https://www.mcgill.ca/undergraduate-admissions/program/physics-and-computer-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Physics and Geophysics,https://www.mcgill.ca/undergraduate-admissions/program/physics-and-geophysics,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Natural & Physical Sciences,Planetary Sciences,https://www.mcgill.ca/undergraduate-admissions/program/planetary-sciences,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Business & Management,Renewable Resource Management ,https://www.mcgill.ca/undergraduate-admissions/program/renewable-resource-management-faculty-science,Full Time,1,0,On Campus,1,0,0,4,22383,22383,22383,22383,22383,22383,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Interdisciplinary & Emerging Fields,Science for Arts Students,https://www.mcgill.ca/undergraduate-admissions/program/science-arts-students,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Data Science & Artificial Intelligence,"Sustainability, Science & Society ",https://www.mcgill.ca/undergraduate-admissions/program/sustainability-science-society-bachelor-arts-and-science,Full Time,1,0,On Campus,1,0,0,4,33580,33580,33580,33580,33580,33580,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Computing & Technology,Water Environments and Ecosystems ,https://www.mcgill.ca/undergraduate-admissions/program/water-environments-and-ecosystems-physical-stream-faculty-science,Full Time,1,0,On Campus,1,0,0,4,44556,44556,44556,44556,44556,44556,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Humanities & Languages,African Studies,https://www.mcgill.ca/undergraduate-admissions/program/african-studies,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,McGill University,https://www.mcgill.ca/,Montreal,Canada,Bachelor,1,0,Social Sciences,Anthropology,https://www.mcgill.ca/undergraduate-admissions/program/anthropology,Full Time,1,0,On Campus,1,0,0,4,32200,32200,32200,32200,32200,32200,79,6.5,1460,3.7,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
